numero_de_cliente	foto_mes	active_quarter	cliente_vip	internet	cliente_edad	cliente_antiguedad	mrentabilidad	mrentabilidad_annual	mcomisiones	mactivos_margen	mpasivos_margen	cproductos	tpaquete1	tpaquete2	tpaquete7	tpaquete9	tcuentas	ccuenta_corriente	mcuenta_corriente_adicional	mcuenta_corriente	ccaja_ahorro	mcaja_ahorro	mcaja_ahorro_adicional	mcaja_ahorro_dolares	mdescubierto_preacordado	mcuentas_saldo	ctarjeta_debito	ctarjeta_debito_trx	mautoservicio	ctarjeta_visa	ctarjeta_visa_trx	mtarjeta_visa_consumo	ctarjeta_master	ctarjeta_master_trx	mtarjeta_master_consumo	cprestamos_personales	mprestamos_personales	cprestamos_prendarios	mprestamos_prendarios	cprestamos_hipotecarios	mprestamos_hipotecarios	cplazo_fijo	mplazo_fijo_dolares	mplazo_fijo_pesos	cinversion1	minversion1_pesos	minversion1_dolares	cinversion2	minversion2	cseguro_vida	cseguro_auto	cseguro_vivienda	cseguro_accidentes_personales	ccaja_seguridad	cpayroll_trx	mpayroll	mpayroll2	cpayroll2_trx	ccuenta_debitos_automaticos	mcuenta_debitos_automaticos	ctarjeta_visa_debitos_automaticos	mtarjeta_visa_debitos_automaticos	ctarjeta_master_debitos_automaticos	mttarjeta_master_debitos_automaticos	cpagodeservicios	mpagodeservicios	cpagomiscuentas	mpagomiscuentas	ccajeros_propios_descuentos	mcajeros_propios_descuentos	ctarjeta_visa_descuentos	mtarjeta_visa_descuentos	ctarjeta_master_descuentos	mtarjeta_master_descuentos	ccomisiones_mantenimiento	mcomisiones_mantenimiento	ccomisiones_otras	mcomisiones_otras	cforex	cforex_buy	mforex_buy	cforex_sell	mforex_sell	ctransferencias_recibidas	mtransferencias_recibidas	ctransferencias_emitidas	mtransferencias_emitidas	cextraccion_autoservicio	mextraccion_autoservicio	ccheques_depositados	mcheques_depositados	ccheques_emitidos	mcheques_emitidos	ccheques_depositados_rechazados	mcheques_depositados_rechazados	ccheques_emitidos_rechazados	mcheques_emitidos_rechazados	tcallcenter	ccallcenter_trx	thomebanking	chomebanking_trx	ccajas_trx	ccajas_consultas	ccajas_depositos	ccajas_extracciones	ccajas_otras	catm_trx	matm	catm_trx_other	matm_other	ctrx_quarter	tmobile_app	cmobile_app_trx	Master_delinquency	Master_status	Master_mfinanciacion_limite	Master_Fvencimiento	Master_Finiciomora	Master_msaldototal	Master_msaldopesos	Master_msaldodolares	Master_mconsumospesos	Master_mconsumosdolares	Master_mlimitecompra	Master_madelantopesos	Master_madelantodolares	Master_fultimo_cierre	Master_mpagado	Master_mpagospesos	Master_mpagosdolares	Master_fechaalta	Master_mconsumototal	Master_cconsumos	Master_cadelantosefectivo	Master_mpagominimo	Visa_delinquency	Visa_status	Visa_mfinanciacion_limite	Visa_Fvencimiento	Visa_Finiciomora	Visa_msaldototal	Visa_msaldopesos	Visa_msaldodolares	Visa_mconsumospesos	Visa_mconsumosdolares	Visa_mlimitecompra	Visa_madelantopesos	Visa_madelantodolares	Visa_fultimo_cierre	Visa_mpagado	Visa_mpagospesos	Visa_mpagosdolares	Visa_fechaalta	Visa_mconsumototal	Visa_cconsumos	Visa_cadelantosefectivo	Visa_mpagominimo	clase_ternaria
4605422	201910	1	0	1	70	279	0	0	0	0	0	10	1	0	0	0	1	1	0	-2003.71	2	0	0	2.79	1.17	-3771.64	3	0	0	1	36	38147.55	1	2	206.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	14	19640.62	2	206.87	0	0	0	0	0	0	0	0	0	0	1	1538.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	82	0	0	0	0	202176	-1125		206.87	206.87	0	206.87	0	224640	0	0	1	0	0	0	1075	206.87	2	0	0	0	0	202176	-1125		32610.26	38084.83	69.17	25870.94	1.15	224640	0	0	1	0	-34247.51	6.99	5104	25870.94	21	0	1953.9	CONTINUA
4605422	201911	1	0	1	70	280	1009.51	48616.5	2640.72	-2825.4	1431.2	10	1	0	0	0	1	1	0	-4106.22	2	0	0	2.79	1.17	-5832.77	3	0	0	1	37	72829.34	1	1	103.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	14	20772.44	1	103.43	0	0	0	0	0	0	2		0	0	1	1538.4	12	2640.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	21	1	1	0	0	0	0	0	0	0	78	0	0	0	0	202176	-1095		328.93	328.93	0	103.43	0	224640	0	0	3	0	0	0	1105	103.43	1	0	23.4	0	0	202176	-1095		62258.23	72772.8	69.32	48065.13	1.15	224640	0	0	3	0	-38155.89	1.15	5134	48065.13	22	0	3322.8	CONTINUA
4605422	201912	1	0	1	70	281	1052.77	42614.8	2869.92	-2152.22	599.1	10	1	0	0	0	1	1	0	-6233.73	2	0	0	2.8	1.17	-8079.24	3	0	0	1	37	77628.31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	12	14099.02	0	0	0	0	0	0	0	0	0	0	0	0	1	1538.4	12	2869.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	3	0	0	0	0	0	0	0	77	0	0	1	0	202176	-1064	22	357.41	357.41	0	0	0	224640	0	0	6	0	0	0	1136	0	0	0	58.5	0	0	202176	-1064		66421.46	46594.45	31118.65	51948.03	519.59	224640	0	0	6	0	-72842.91	1.15	5165	51948.03	22	0	3662.1	CONTINUA
4605422	202001	1	0	1	70	282	2449.17	41839.87	3099.4	-2285.43	1729.68	9	1	0	0	0	1	1	0	-8704.03	2	0	0	2.81	1.17	-11004.29	3	0	0	1	43	72647.76	1	1	132.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	15	25162.96	1	132.6	0	0	0	0	0	0	0	0	0	0	1	1923.24	12	3099.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55	1	1	0	0	1	0	0	0	0	84	0	0	0	0	202176	-1033		148.41	148.41	0	132.6	0	224640	0	0	2	0	-358.02	0	1167	132.6	1	0	11.7	0	0	202176	-1033		61957.59	72209.82	280.55	56790.84	4.65	224640	0	0	2	0	-79329.51	0	5196	56790.84	33	0	4001.4	CONTINUA
4605422	202002	1	0	1	70	283	2418.62	36821.46	3080.83	-1185.32	619.33	9	1	0	0	0	1	1	0	-11898.7	2	0	0	2.91	1.17	-14164.1	3	0	0	1	34	49267.45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	15	24744.25	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	10	3080.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	1	0	0	1	0	0	0	0	85	0	0	1	0	202176	-1004	19	155.44	155.44	0	0	0	224640	0	0	3	0	0	0	1196	0	0	0	23.4	0	0	202176	-1004		39401.27	45447.35	652.13	38267.06	44.41	224640	0	0	3	0	-72210.06	0	5225	38267.06	24	0	2597.4	CONTINUA
4605422	202003	1	0	1	70	284	2539.5	34077.42	3322.85	-1167.71	498.18	9	1	0	0	0	1	1	0	-15010.78	2	0	0	3.01	1.17	-17438.76	3	0	0	1	33	38093.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	14	19233.02	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	10	3322.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	7	1	2	0	0	2	0	0	0	0	87	0	0	0	0	202176	-973		0.33	0.33	0	0	0	224640	0	0	6	0	-155.61	0	1227	0	0	0	0	0	0	202176	-973		31506.95	33710.68	3152.44	29466.39	41.48	224640	0	0	6	0	-46156.5	0	5256	29466.39	26	0	3088.8	CONTINUA
4605422	202004	1	0	1	70	285	2429.39	29862.68	2948.28	-593.77	150.28	9	1	0	0	0	1	1	0	-18617.06	2	0	0	3.12	1.17	-21053.75	3	0	0	1	26	29684.93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	16	21243.37	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	10	2948.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	59	0	0	0	0	0	0	0	0	0	72	0	0	0	0	202176	-943		0.33	0.33	0			224640			1	0			1257				0	0	0	202176	-943		26245.99	29616.18	1091.62	22335.01	16.33	224640	0	0	1	0	-37097.3	0	5286	22335.01	20	0	2550.6	CONTINUA
4605422	202005	1	0	1	70	286	3518.43	26889.3	2926.8	345.58	160.09	9	1	0	0	0	1	1	0	-22603.44	2	0	0	3.2	1.17	-24937.91	3	0	0	1	22	28136.49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	13	17694.13	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	10	2926.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	63	0	0	0	0	202176	-912		0.33	0.33	0			224640			4	0			1288				0	0	0	202176	-912		22315.78	27313.15	-1203.69	22402.32	16.33	224640	0	0	4	30786.18	-30786.18	0	5317	22402.32	18	0	479.7	BAJA+2
4605422	202006	0	0	0	70	287	0	0	0	0	0	9	1	0	0	0	1	1	0	-26526.46	2	0	0	3.29	1.17	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	15	21403.32	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	202176	-882		0.33	0.33	0			224640			-1	0			1318				0	0	0	202176	-882		60775.94	70367.95	739.89	26657.11	3.96	224640	0	0	-1	0	0	0	5347	26657.11	26	0	9172.8	BAJA+1
4607461	201910	1	0	1	59	263	0	0	0	0	0	8	1	0	0	0	1	1	0	-565.83	2	8779.9	0	124035.32	1.17	117515.47	2	1	349.83	1	2	4275.85	1	3	586.19	1	38810.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2033.46	2	126.38	0	0	0	0	0	0	0	0	0	0	1	1089.25	0	0	1	1	585	0	0	0	0	0	0	2	5850	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5850	0	0	61	0	0	0	0	252720	-1612		586.19	586.19	0	586.19	0	280800	0	0	1	0	0	0	1319	586.19	3	0	23.4	0	0	303264	-91		3779.26	4421.73	0	2033.46	0	336960	0	0	1	0	-4041.85	0	5390	2033.46	1	0	444.6	CONTINUA
4607461	201911	1	0	1	60	264	2236.71	30147.05	1109.94	614.69	348.36	8	1	0	0	0	1	1	0	0	2	11814.33	0	77567.26	1.17	56758.39	2	1	349.83	1	2	4275.85	1	2	523	1	34371.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2033.46	1	63.19	0	0	0	0	0	0	0	0	0	0	1	1089.25	14	1109.94	2	2	936	0	0	0	0	0	0	7	21060	0	0	0	0	0	0	0	0	0	0	1	19	1	1	0	1	0	7	21060	0	0	55	0	0	0	0	252720	-1582		523	523	0	523	0	280800	0	0	3	0	-586.19	0	1349	523	2	0	11.7	0	0	303264	-61		3654.58	4275.85	0	2033.46	0	336960	0	0	3	0	-4421.73	0	5420	2033.46	1	0	304.2	CONTINUA
4607461	201912	1	0	1	60	265	1966.51	28794.84	1106.41	603.34	131.79	8	1	0	0	0	1	1	0	-3754.14	2	1387.08	0	47754.77	1.17	35783.79	2	3	1326.79	1	2	4275.85	1	1	459.81	1	29606.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2033.46	0	0	0	0	0	0	0	0	0	0	0	0	1	1089.25	14	1106.41	1	1	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	53	0	0	0	0	252720	-1551		459.81	459.81	0	459.81	0	280800	0	0	6	0	-523	0	1380	459.81	1	0	11.7	0	0	303264	-2222		3654.58	4275.85	0	2033.46	0	336960	0	0	6	0	-4275.85	0	5451	2033.46	1	0	304.2	CONTINUA
4607461	202001	1	0	1	60	266	1876.84	26717.86	1355.63	374.62	70.86	8	1	0	0	0	1	1	0	-531.65	2	3387.61	0	20078.61	1.17	-1247.43	2	2	431.74	1	1	2033.46	1	3	616.87	1	24492.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2033.46	2	126.64	0	0	0	0	0	0	0	0	0	0	1	1361.45	14	1355.63	1	1	468.97	0	0	0	0	0	0	6	16965	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	6	16965	0	0	61	0	0	0	0	252720	-1520		616.87	616.87	0	616.87	0	280800	0	0	2	0	-459.81	0	1411	616.87	3	0	23.4	0	0	303264	-2191		1738	2033.46	0	2033.46	0	336960	0	0	2	0	-4275.85	0	5482	2033.46	1	0	70.2	CONTINUA
4607461	202002	1	0	1	60	267	1721.16	25578.49	1316.85	238.75	106.81	7	1	0	0	0	1	1	0	-4459.18	2	0	0	0	1.17	-13965.59	2	1	431.73	1	0	0	1	2	516.84	1	19003.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26.61	0	0	0	0	0	0	0	0	0	0	1	1361.45	8	1316.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	16	0	0	0	0	0	0	0	0	0	52	0	0	0	0	252720	-1491		516.84	516.84	0	516.84	0	280800	0	0	3	0	-616.87	0	1440	516.84	2	0	11.7	0	0	303264	-2162		-3476	-4066.92	0	0	0	336960	0	0	3	0	-2033.46	0	5511	0	0	0	0	CONTINUA
4607461	202003	1	0	0	60	268	2070.92	23328.4	1253.18	597.62	101.3	7	1	0	0	0	1	1	0	-14768.27	2	0	0	0	1.17	-16583.22	2	0	0	1	0	0	1	1	490.23	1	19003.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	12	1253.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	252720	-1460		490.23	490.23	0	490.23	0	280800	0	0	6	0	-516.84	0	1471	490.23	1	0	11.7	0	0	303264	-2131		-3476	-4066.92	0			336960			6	0			5542				0	CONTINUA
4607461	202004	1	0	1	60	269	1943.61	23507.18	1296.81	488.14	64.68	7	1	0	0	0	1	1	0	-17769.19	2	0	0	0	1.17	-19588.37	2	0	0	1	0	0	1	1	490.23	3	21852.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	8	1296.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	18	0	0	0	0	252720	-1430		490.23	490.23	0	490.23	0	280800	0	0	1	0	0	0	1501	490.23	1	0	11.7	0	0	303264	-2101		-3476	-4066.92	0			336960			1	0			5572				0	BAJA+2
4607461	202005	1	0	0	60	270	2372.94	24108.71	1291	867.09	57.65	7	1	0	0	0	1	1	0	-21057.15	2	0	0	0	1.17	-22815.31	2	0	0	1	0	0	1	1	490.23	3	22455.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	6	1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	252720	-1399	20	1000.47	1000.47	0	490.23	0	280800	0	0	4	0	0	0	1532	490.23	1	0	70.2	0	0	303264	-2070		-3476	-4066.92	0			336960			4	0			5603				0	BAJA+1
4613352	201901	0	0	0	67	1	0	0	0	0	0	7	1	0	0	0	2	1	0	0	2	0	0	0	1.17	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2			0	0	146241.95	-1825		0	0	0			162491.06			1	0			29				0	0	0	146241.95	-2191		0	0	0			162491.06			1	0			29				0	CONTINUA
4613352	201902	1	0	1	67	2	19.29	19.29	24.78	-45.37	40.68	7	1	0	0	0	2	1	0	0	2	0	0	0	1.17	0	1	0	0	1	1	1673.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3			0	0	153994.53	-1797		0	0	0			171105.03			1	0			57				0	0	0	153994.53	-2163		1430	1673.1	0	1673.1	0	171105.03	0	0	1	0	0	0	57	1673.1	1	0	58.5	CONTINUA
4613352	201903	1	0	1	67	3	-22.49	-3.2	0	-19.63	0.4	7	1	0	0	0	1	1	0	0	2	15.84	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	5			0	0	172283.96	-1766		0	0	0			191426.62			4	0			88				0	0	0	172283.96	-2132		0	0	0	0	0	191426.62	0	0	4	0	-1673.1	0	88	0	0	0	0	CONTINUA
4613352	201904	1	0	0	67	4	0.66	-2.53	0	0	0.57	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3			0	0	202176	-1736		0	0	0			224640			-1	0			118				0	0	0	202176	-2102		0	0	0			224640			-1	0			118				0	CONTINUA
4613352	201905	0	0	0	67	5	0	0	0	0	0	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2			0	0	202176	-1705		0	0	0			224640			2	0			149				0	0	0	202176	-2071		0	0	0			224640			2	0			149				0	CONTINUA
4613352	201906	0	0	0	67	6	0.62	-1.24	0	0	0.53	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	202176	-1675		0	0	0			224640			4	0			179				0	0	0	202176	-2041		0	0	0			224640			4	0			179				0	CONTINUA
4613352	201907	0	0	0	67	7	0.6	-0.63	0	0	0.52	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202176	-1644		0	0	0			224640			0	0			210				0	0	0	202176	-2010		0	0	0			224640			0	0			210				0	CONTINUA
4613352	201908	0	0	0	67	8	0.6	-0.02	0	0	0.52	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202176	-1613		0	0	0			224640			3	0			241				0	0	0	202176	-1979		0	0	0			224640			3	0			241				0	CONTINUA
4613352	201909	0	0	0	67	9	0.57	0.54	0	0	0.49	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202176	-1583		0	0	0			224640			5	0			271				0	0	0	202176	-1949		0	0	0			224640			5	0			271				0	CONTINUA
4613352	201910	0	0	0	67	10	0	0	0	0	0	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202176	-1552		0	0	0			224640			1	0			302				0	0	0	202176	-1918		0	0	0			224640			1	0			302				0	CONTINUA
4613352	201911	0	0	0	67	11	0.43	1.52	0	0	0.37	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202176	-1522		0	0	0			224640			3	0			332				0	0	0	202176	-1888		0	0	0			224640			3	0			332				0	CONTINUA
4613352	201912	0	0	0	67	12	0.4	1.93	0	0	0.35	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202176	-1491		0	0	0			224640			6	0			363				0	0	0	202176	-1857		0	0	0			224640			6	0			363				0	CONTINUA
4613352	202001	0	0	0	68	13	0.46	2.39	0	0	0.4	7	1	0	0	0	1	1	0	0	2	23.4	0	0	1.17	23.4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202176	-1460		0	0	0			224640			2	0			394				0	0	0	202176	-1826		0	0	0			224640			2	0			394				0	CONTINUA
4613352	202002	0	0	0	68	14	1732.59	1715.69	1726.11	5.23	0.31	7	1	0	0	0	1	1	0	-239.76	2	20.97	0	0	1.17	-2317.82	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	2	1726.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	202176	-1431		0	0	0			224640			3	0			423				0	0	0	202176	-1797		0	0	0			224640			3	0			423				0	CONTINUA
4613352	202003	0	0	0	68	15	1803.71	3541.91	1726.8	64.6	1.14	7	1	0	0	0	1	1	0	-2482.79	2	0	0	0	1.17	-4677.7	1	0	0	1	1	80.76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	80.76	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	4	1726.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	202176	-1400		0	0	0			224640			6	0			454				0	0	0	202176	-1766		69.03	80.76	0	80.76	0	224640	0	0	6	0	0	0	454	80.76	1	0	0	CONTINUA
4613352	202004	1	0	0	68	16	1920.71	5461.96	1726.8	165.16	0.58	7	1	0	0	0	1	1	0	-5046.11	2	0	0	0	1.17	-7307.92	1	0	0	1	1	80.76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	80.76	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	4	1726.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	202176	-1370		0	0	0			224640			1	0			484				0	0	0	202176	-1736		69.03	80.76	0	80.76	0	224640	0	0	1	0	-80.76	0	484	80.76	1	0	0	CONTINUA
4613352	202005	1	0	0	68	17	2076.15	7537.44	1727.02	297.8	0.6	7	1	0	0	0	1	1	0	-7994.78	2	0	0	0	1.17	-10139.14	1	0	0	1	1	106.99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	106.99	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	4	1727.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	202176	-1339		0	0	0			224640			4	0			515				0	0	0	202176	-1705		91.45	106.99	0	106.99	0	224640	0	0	4	0	-80.76	0	515	106.99	1	0	0	CONTINUA
